-9.07907	-6.59240	3.72000
-8.51143	-6.59240	3.72000
-7.94379	-6.59240	3.72000
-7.37615	-6.59240	3.72000
-6.80851	-6.59240	3.72000
-6.24086	-6.59240	3.72000
-5.67322	-6.59240	3.72000
-5.10558	-6.59240	3.72000
-4.53794	-6.59240	3.72000
-3.97030	-6.59240	3.72000
-3.40266	-6.59240	3.72000
-2.83502	-6.59240	3.72000
-2.26738	-6.59240	3.72000
-1.69973	-6.59240	3.72000
-1.13209	-6.59240	3.72000
-0.56445	-6.59240	3.72000
0.00319	-6.59240	2.79000
0.57083	-6.59240	3.72000
1.13847	-6.59240	3.72000
1.70611	-6.59240	3.72000
2.27375	-6.59240	3.72000
2.84140	-6.59240	3.72000
3.40904	-6.59240	3.72000
3.97668	-6.59240	3.72000
4.54432	-6.59240	3.72000
5.11196	-6.59240	3.72000
5.67960	-6.59240	3.72000
6.24724	-6.59240	3.72000
6.81488	-6.59240	3.72000
7.38253	-6.59240	3.72000
7.95017	-6.59240	3.72000
8.51781	-6.59240	3.72000
-9.07907	-6.19561	3.72000
-8.51143	-6.19561	3.72000
-7.94379	-6.19561	3.72000
-7.37615	-6.19561	3.72000
-6.80851	-6.19561	3.72000
-6.24086	-6.19561	3.72000
-5.67322	-6.19561	3.72000
-5.10558	-6.19561	3.72000
-4.53794	-6.19561	3.72000
-3.97030	-6.19561	3.72000
-3.40266	-6.19561	3.72000
-2.83502	-6.19561	3.72000
-2.26738	-6.19561	3.72000
-1.69973	-6.19561	3.72000
-1.13209	-6.19561	3.72000
-0.56445	-6.19561	3.72000
0.00319	-6.19561	3.72000
0.57083	-6.19561	2.79000
1.13847	-6.19561	3.72000
1.70611	-6.19561	3.72000
2.27375	-6.19561	3.72000
2.84140	-6.19561	3.72000
3.40904	-6.19561	3.72000
3.97668	-6.19561	3.72000
4.54432	-6.19561	3.72000
5.11196	-6.19561	3.72000
5.67960	-6.19561	3.72000
6.24724	-6.19561	3.72000
6.81488	-6.19561	3.72000
7.38253	-6.19561	3.72000
7.95017	-6.19561	3.72000
8.51781	-6.19561	3.72000
-9.07907	-5.79882	3.72000
-8.51143	-5.79882	3.72000
-7.94379	-5.79882	3.72000
-7.37615	-5.79882	3.72000
-6.80851	-5.79882	3.72000
-6.24086	-5.79882	3.72000
-5.67322	-5.79882	3.72000
-5.10558	-5.79882	3.72000
-4.53794	-5.79882	3.72000
-3.97030	-5.79882	3.72000
-3.40266	-5.79882	3.72000
-2.83502	-5.79882	3.72000
-2.26738	-5.79882	3.72000
-1.69973	-5.79882	3.72000
-1.13209	-5.79882	3.72000
-0.56445	-5.79882	0.00000
0.00319	-5.79882	3.72000
0.57083	-5.79882	3.72000
1.13847	-5.79882	3.72000
1.70611	-5.79882	3.72000
2.27375	-5.79882	3.72000
2.84140	-5.79882	3.72000
3.40904	-5.79882	3.72000
3.97668	-5.79882	3.72000
4.54432	-5.79882	3.72000
5.11196	-5.79882	3.72000
5.67960	-5.79882	3.72000
6.24724	-5.79882	3.72000
6.81488	-5.79882	3.72000
7.38253	-5.79882	3.72000
7.95017	-5.79882	3.72000
8.51781	-5.79882	3.72000
-9.07907	-5.40202	3.72000
-8.51143	-5.40202	3.72000
-7.94379	-5.40202	3.72000
-7.37615	-5.40202	3.72000
-6.80851	-5.40202	3.72000
-6.24086	-5.40202	3.72000
-5.67322	-5.40202	3.72000
-5.10558	-5.40202	3.72000
-4.53794	-5.40202	3.72000
-3.97030	-5.40202	3.72000
-3.40266	-5.40202	3.72000
-2.83502	-5.40202	3.72000
-2.26738	-5.40202	3.72000
-1.69973	-5.40202	3.72000
-1.13209	-5.40202	3.72000
-0.56445	-5.40202	2.79000
0.00319	-5.40202	3.72000
0.57083	-5.40202	3.72000
1.13847	-5.40202	3.72000
1.70611	-5.40202	3.72000
2.27375	-5.40202	3.72000
2.84140	-5.40202	3.72000
3.40904	-5.40202	3.72000
3.97668	-5.40202	3.72000
4.54432	-5.40202	3.72000
5.11196	-5.40202	3.72000
5.67960	-5.40202	3.72000
6.24724	-5.40202	3.72000
6.81488	-5.40202	3.72000
7.38253	-5.40202	3.72000
7.95017	-5.40202	3.72000
8.51781	-5.40202	3.72000
-9.07907	-5.00523	3.72000
-8.51143	-5.00523	3.72000
-7.94379	-5.00523	3.72000
-7.37615	-5.00523	3.72000
-6.80851	-5.00523	3.72000
-6.24086	-5.00523	3.72000
-5.67322	-5.00523	3.72000
-5.10558	-5.00523	3.72000
-4.53794	-5.00523	3.72000
-3.97030	-5.00523	3.72000
-3.40266	-5.00523	3.72000
-2.83502	-5.00523	3.72000
-2.26738	-5.00523	3.72000
-1.69973	-5.00523	3.72000
-1.13209	-5.00523	2.79000
-0.56445	-5.00523	3.72000
0.00319	-5.00523	2.79000
0.57083	-5.00523	3.72000
1.13847	-5.00523	3.72000
1.70611	-5.00523	3.72000
2.27375	-5.00523	3.72000
2.84140	-5.00523	3.72000
3.40904	-5.00523	3.72000
3.97668	-5.00523	3.72000
4.54432	-5.00523	3.72000
5.11196	-5.00523	3.72000
5.67960	-5.00523	3.72000
6.24724	-5.00523	3.72000
6.81488	-5.00523	3.72000
7.38253	-5.00523	3.72000
7.95017	-5.00523	3.72000
8.51781	-5.00523	3.72000
-9.07907	-4.60844	3.72000
-8.51143	-4.60844	3.72000
-7.94379	-4.60844	3.72000
-7.37615	-4.60844	3.72000
-6.80851	-4.60844	3.72000
-6.24086	-4.60844	3.72000
-5.67322	-4.60844	3.72000
-5.10558	-4.60844	3.72000
-4.53794	-4.60844	3.72000
-3.97030	-4.60844	0.93100
-3.40266	-4.60844	3.72000
-2.83502	-4.60844	3.72000
-2.26738	-4.60844	3.72000
-1.69973	-4.60844	3.72000
-1.13209	-4.60844	3.72000
-0.56445	-4.60844	3.72000
0.00319	-4.60844	3.72000
0.57083	-4.60844	0.93100
1.13847	-4.60844	0.93100
1.70611	-4.60844	3.72000
2.27375	-4.60844	3.72000
2.84140	-4.60844	3.72000
3.40904	-4.60844	3.72000
3.97668	-4.60844	3.72000
4.54432	-4.60844	3.72000
5.11196	-4.60844	3.72000
5.67960	-4.60844	3.72000
6.24724	-4.60844	3.72000
6.81488	-4.60844	3.72000
7.38253	-4.60844	3.72000
7.95017	-4.60844	3.72000
8.51781	-4.60844	3.72000
-9.07907	-4.21164	3.72000
-8.51143	-4.21164	3.72000
-7.94379	-4.21164	3.72000
-7.37615	-4.21164	3.72000
-6.80851	-4.21164	3.72000
-6.24086	-4.21164	3.72000
-5.67322	-4.21164	3.72000
-5.10558	-4.21164	3.72000
-4.53794	-4.21164	3.72000
-3.97030	-4.21164	3.72000
-3.40266	-4.21164	3.72000
-2.83502	-4.21164	3.72000
-2.26738	-4.21164	3.72000
-1.69973	-4.21164	3.72000
-1.13209	-4.21164	3.72000
-0.56445	-4.21164	2.79000
0.00319	-4.21164	2.79000
0.57083	-4.21164	2.79000
1.13847	-4.21164	3.72000
1.70611	-4.21164	3.72000
2.27375	-4.21164	3.72000
2.84140	-4.21164	2.79000
3.40904	-4.21164	3.72000
3.97668	-4.21164	3.72000
4.54432	-4.21164	3.72000
5.11196	-4.21164	3.72000
5.67960	-4.21164	3.72000
6.24724	-4.21164	3.72000
6.81488	-4.21164	3.72000
7.38253	-4.21164	3.72000
7.95017	-4.21164	3.72000
8.51781	-4.21164	3.72000
-9.07907	-3.81485	3.72000
-8.51143	-3.81485	3.72000
-7.94379	-3.81485	3.72000
-7.37615	-3.81485	3.72000
-6.80851	-3.81485	3.72000
-6.24086	-3.81485	3.72000
-5.67322	-3.81485	3.72000
-5.10558	-3.81485	3.72000
-4.53794	-3.81485	3.72000
-3.97030	-3.81485	3.72000
-3.40266	-3.81485	3.72000
-2.83502	-3.81485	3.72000
-2.26738	-3.81485	3.72000
-1.69973	-3.81485	3.72000
-1.13209	-3.81485	3.72000
-0.56445	-3.81485	3.72000
0.00319	-3.81485	3.72000
0.57083	-3.81485	3.72000
1.13847	-3.81485	3.72000
1.70611	-3.81485	3.72000
2.27375	-3.81485	2.79000
2.84140	-3.81485	3.72000
3.40904	-3.81485	3.72000
3.97668	-3.81485	3.72000
4.54432	-3.81485	3.72000
5.11196	-3.81485	3.72000
5.67960	-3.81485	3.72000
6.24724	-3.81485	3.72000
6.81488	-3.81485	3.72000
7.38253	-3.81485	3.72000
7.95017	-3.81485	3.72000
8.51781	-3.81485	3.72000
-9.07907	-3.41806	3.72000
-8.51143	-3.41806	3.72000
-7.94379	-3.41806	3.72000
-7.37615	-3.41806	3.72000
-6.80851	-3.41806	3.72000
-6.24086	-3.41806	3.72000
-5.67322	-3.41806	3.72000
-5.10558	-3.41806	3.72000
-4.53794	-3.41806	2.79000
-3.97030	-3.41806	3.72000
-3.40266	-3.41806	3.72000
-2.83502	-3.41806	3.72000
-2.26738	-3.41806	0.93100
-1.69973	-3.41806	3.72000
-1.13209	-3.41806	3.72000
-0.56445	-3.41806	3.72000
0.00319	-3.41806	2.79000
0.57083	-3.41806	3.72000
1.13847	-3.41806	3.72000
1.70611	-3.41806	3.72000
2.27375	-3.41806	3.72000
2.84140	-3.41806	3.72000
3.40904	-3.41806	3.72000
3.97668	-3.41806	3.72000
4.54432	-3.41806	3.72000
5.11196	-3.41806	3.72000
5.67960	-3.41806	3.72000
6.24724	-3.41806	3.72000
6.81488	-3.41806	3.72000
7.38253	-3.41806	3.72000
7.95017	-3.41806	3.72000
8.51781	-3.41806	3.72000
-9.07907	-3.02126	3.72000
-8.51143	-3.02126	3.72000
-7.94379	-3.02126	3.72000
-7.37615	-3.02126	3.72000
-6.80851	-3.02126	3.72000
-6.24086	-3.02126	3.72000
-5.67322	-3.02126	3.72000
-5.10558	-3.02126	2.79000
-4.53794	-3.02126	2.79000
-3.97030	-3.02126	3.72000
-3.40266	-3.02126	3.72000
-2.83502	-3.02126	2.79000
-2.26738	-3.02126	3.72000
-1.69973	-3.02126	3.72000
-1.13209	-3.02126	3.72000
-0.56445	-3.02126	3.72000
0.00319	-3.02126	3.72000
0.57083	-3.02126	3.72000
1.13847	-3.02126	2.79000
1.70611	-3.02126	2.79000
2.27375	-3.02126	3.72000
2.84140	-3.02126	3.72000
3.40904	-3.02126	3.72000
3.97668	-3.02126	3.72000
4.54432	-3.02126	3.72000
5.11196	-3.02126	3.72000
5.67960	-3.02126	3.72000
6.24724	-3.02126	3.72000
6.81488	-3.02126	3.72000
7.38253	-3.02126	3.72000
7.95017	-3.02126	3.72000
8.51781	-3.02126	3.72000
-9.07907	-2.62447	3.72000
-8.51143	-2.62447	3.72000
-7.94379	-2.62447	3.72000
-7.37615	-2.62447	3.72000
-6.80851	-2.62447	3.72000
-6.24086	-2.62447	3.72000
-5.67322	-2.62447	3.72000
-5.10558	-2.62447	3.72000
-4.53794	-2.62447	2.79000
-3.97030	-2.62447	2.79000
-3.40266	-2.62447	3.72000
-2.83502	-2.62447	3.72000
-2.26738	-2.62447	3.72000
-1.69973	-2.62447	3.72000
-1.13209	-2.62447	3.72000
-0.56445	-2.62447	3.72000
0.00319	-2.62447	3.72000
0.57083	-2.62447	3.72000
1.13847	-2.62447	3.72000
